GEOID,NAME,variable,estimate,moe,geometry
24033807305,Census Tract 8073.05; Prince George's County; Maryland,B19013_001,103866,42471,"list(list(c(-76.977278, -76.971892, -76.971723, -76.969157, -76.964245, -76.957804, -76.949857, -76.950206, -76.951015, -76.952011, -76.952668, -76.953417, -76.95402, -76.958366, -76.957535, -76.958713, -76.965351, -76.965864, -76.968814, -76.969783, -76.97194, -76.975756, -76.977278, 39.010947, 39.018354, 39.018556, 39.018533, 39.019006, 39.02022, 39.022085, 39.020502, 39.01824, 39.016518, 39.013883, 39.010884, 39.011204, 39.004409, 39.003101, 39.003169, 39.002425, 39.002816, 39.005006, 39.005922, 
39.007512, 39.009619, 39.010947)))"
24033803613,Census Tract 8036.13; Prince George's County; Maryland,B19013_001,74082,10597,"list(list(c(-76.898694, -76.896839, -76.89558, -76.890524, -76.887124, -76.884291, -76.884087, -76.88251, -76.880076, -76.878236, -76.875845, -76.87262, -76.873418, -76.87475, -76.878623, -76.880407, -76.884399, -76.88549, -76.889436, -76.893738, -76.897895, -76.900479, -76.898694, 38.964246, 38.964394, 38.964361, 38.96409, 38.962201, 38.961967, 38.961924, 38.961394, 38.960314, 38.959812, 38.959108, 38.955989, 38.955528, 38.954791, 38.952793, 38.952402, 38.952326, 38.951658, 38.955453, 38.95951, 
38.961867, 38.963234, 38.964246)))"
24033807102,Census Tract 8071.02; Prince George's County; Maryland,B19013_001,151111,19170,"list(list(c(-76.938049, -76.937959, -76.937975, -76.937927, -76.937931, -76.937939, -76.937964, -76.928865, -76.928691, -76.926148, -76.922254, -76.917493, -76.919433, -76.915942, -76.914063, -76.913771, -76.915144, -76.91582, -76.916873, -76.918759, -76.918942, -76.919368, -76.919852, -76.920006, -76.924917, -76.937067, -76.938997, -76.938049, 38.971045, 38.97177, 38.973005, 38.976263, 38.976357, 38.976962, 38.977689, 38.978816, 38.978149, 38.984265, 38.983222, 38.978709, 38.975705, 38.975689, 38.975122, 
38.975024, 38.972167, 38.971086, 38.969392, 38.965899, 38.963516, 38.962472, 38.960517, 38.960553, 38.961597, 38.964044, 38.964663, 38.971045)))"
24033804900,Census Tract 8049; Prince George's County; Maryland,B19013_001,78411,8167,"list(list(c(-76.987641, -76.987296, -76.981965, -76.979246, -76.97872, -76.973392, -76.972465, -76.967037, -76.967628, -76.96805, -76.971398, -76.971058, -76.970062, -76.971739, -76.9737462088173, -76.9744996741403, -76.9778263031425, -76.978434328903, -76.9859369495824, -76.987925151061, -76.987641, 38.957987, 38.958596, 38.955812, 38.954383, 38.954169, 38.953376, 38.953155, 38.95132, 38.949488, 38.948962, 38.947914, 38.947295, 38.945565, 38.944865, 38.9431860367818, 38.9437684347798, 38.9463397834696, 
38.9468097626111, 38.9526089827349, 38.9541457814772, 38.957987)))"
24033805700,Census Tract 8057; Prince George's County; Maryland,B19013_001,95985,8288,"list(list(c(-76.989884, -76.989059, -76.985693, -76.98415, -76.98367, -76.983629, -76.982446, -76.979812, -76.977098, -76.97535, -76.972032, -76.969546, -76.968251, -76.972787, -76.973681, -76.978294, -76.979382, -76.979028, -76.977476, -76.976125, -76.975669, -76.97952, -76.979763, -76.981506, -76.982261, -76.981094, -76.984888, -76.986667, -76.98853, -76.990676, -76.989884, 38.993986, 38.995577, 38.99998, 39.001438, 39.002201, 39.002267, 39.001084, 38.999267, 38.995194, 38.992801, 38.992367, 38.990583, 
38.98984, 38.984068, 38.983982, 38.983641, 38.984005, 38.984394, 38.985256, 38.986291, 38.987022, 38.990005, 38.992053, 38.992465, 38.992438, 38.9948, 38.996446, 38.99305, 38.993423, 38.993021, 38.993986)))"
24033804801,Census Tract 8048.01; Prince George's County; Maryland,B19013_001,61339,9769,"list(list(c(-76.971739, -76.970062, -76.971058, -76.971398, -76.96805, -76.967329, -76.965464, -76.966066, -76.968076, -76.967667, -76.968385, -76.968552, -76.968191, -76.9681589175141, -76.9737462088173, -76.971739, 38.944865, 38.945565, 38.947295, 38.947914, 38.948962, 38.94841, 38.947438, 38.947089, 38.945588, 38.943258, 38.943172, 38.941458, 38.939242, 38.9388672882342, 38.9431860367818, 38.944865)))"
24033802901,Census Tract 8029.01; Prince George's County; Maryland,B19013_001,NA,NA,"list(list(c(-76.912728, -76.912371, -76.9121, -76.910344, -76.91069, -76.9005, -76.899522, -76.899484, -76.898942, -76.900123, -76.899065, -76.899686, -76.899408, -76.89931, -76.899307, -76.899476, -76.899437, -76.899364, -76.899276, -76.898792, -76.898715, -76.898112, -76.897898, -76.897707, -76.896765, -76.896069, -76.895382, -76.895311, -76.894763, -76.894703, -76.894351, -76.894261, -76.894121, -76.89381, -76.893095, -76.892704, -76.89815, -76.900182, -76.902742, -76.904974, -76.910254, -76.91252, 
-76.9127638557406, -76.910795, -76.909395, -76.9105288415883, -76.9109558022081, -76.9128689511191, -76.912728, 38.895898, 38.896936, 38.896813, 38.898645, 38.89964, 38.902198, 38.903353, 38.903396, 38.903172, 38.901571, 38.898783, 38.897487, 38.897136, 38.896927, 38.896738, 38.896071, 38.895843, 38.895699, 38.895628, 38.895452, 38.89543, 38.895325, 38.89528, 38.895214, 38.894066, 38.893661, 38.893293, 38.892981, 38.892284, 38.892234, 38.891762, 38.891596, 38.89109, 38.890083, 38.888363, 38.887494, 
38.886914, 38.88685, 38.887098, 38.887629, 38.889537, 38.889865, 38.8901832414249, 38.891712, 38.892812, 38.8937163468627, 38.8940568886994, 38.8955828075168, 38.895898)))"
24033803100,Census Tract 8031; Prince George's County; Maryland,B19013_001,62563,13336,"list(list(c(-76.931724405319, -76.929688, -76.924697, -76.922995, -76.919352, -76.916614, -76.915185, -76.913848, -76.909749, -76.91014, -76.909526, -76.90942, -76.909235, -76.909083, -76.908812, -76.9062, -76.905231, -76.901952, -76.906726, -76.911517, -76.916309, -76.9234510631941, -76.9235292681466, -76.9312514680512, -76.9316368067784, -76.931724405319, 38.9106218315098, 38.911565, 38.91323, 38.913814, 38.91577, 38.91665, 38.917109, 38.915925, 38.916539, 38.916282, 38.916139, 38.916038, 38.915493, 
38.915327, 38.915237, 38.91308, 38.910829, 38.907467, 38.906406, 38.905722, 38.905086, 38.9040230516873, 38.9040854275996, 38.910244618909, 38.9105519633147, 38.9106218315098)))"
24033806711,Census Tract 8067.11; Prince George's County; Maryland,B19013_001,75548,13465,"list(list(c(-76.866929, -76.864805, -76.862534, -76.859997, -76.860016, -76.858382, -76.855462, -76.852858, -76.851247, -76.851804, -76.85316, -76.852827, -76.853382, -76.855097, -76.85933, -76.86225, -76.864437, -76.866767, -76.866929, 38.984312, 38.985763, 38.986364, 38.990879, 38.991485, 38.991406, 38.99123, 38.991043, 38.990803, 38.985298, 38.983437, 38.979118, 38.97814, 38.977967, 38.977984, 38.978937, 38.980389, 38.980249, 38.984312)))"
24033803607,Census Tract 8036.07; Prince George's County; Maryland,B19013_001,133875,36970,"list(list(c(-76.858448, -76.854856, -76.852955, -76.844305, -76.838664, -76.834826, -76.832896, -76.828641, -76.824491, -76.82476, -76.826418, -76.826386, -76.825522, -76.823185, -76.820379, -76.820478, -76.822387, -76.826545, -76.830665, -76.833156, -76.839171, -76.840277, -76.847044, -76.851884, -76.857463, -76.858448, 38.963642, 38.966749, 38.968062, 38.972634, 38.975585, 38.974181, 38.972908, 38.972397, 38.972645, 38.969756, 38.967075, 38.966675, 38.963224, 38.962055, 38.958183, 38.956313, 38.956543, 
38.958854, 38.961653, 38.962667, 38.964772, 38.964884, 38.965343, 38.964233, 38.963711, 38.963642)))"
24033806900,Census Tract 8069; Prince George's County; Maryland,B19013_001,139969,24406,"list(list(c(-76.92779, -76.926668, -76.924427, -76.9202, -76.916431, -76.912463, -76.910884, -76.908745, -76.90859, -76.908718, -76.909014, -76.912891, -76.915498, -76.915891, -76.918917, -76.922957, -76.923463, -76.926661, -76.929271, -76.92779, 39.014341, 39.018198, 39.018113, 39.018393, 39.018318, 39.017246, 39.016477, 39.015038, 39.014932, 39.014658, 39.014213, 39.008832, 39.005963, 39.006175, 39.007408, 39.008065, 39.006256, 39.008593, 39.008865, 39.014341)))"
24033806800,Census Tract 8068; Prince George's County; Maryland,B19013_001,131250,31816,"list(list(c(-76.921866, -76.920141, -76.913331, -76.912075, -76.904586, -76.902503, -76.901417, -76.903636, -76.906304, -76.907597, -76.90893, -76.909636, -76.910622, -76.91309, -76.914063, -76.915942, -76.919433, -76.917493, -76.91667, -76.918614, -76.921034, -76.922929, -76.921866, 38.993949, 38.998042, 38.99801, 38.997882, 38.996583, 38.996292, 38.994888, 38.993241, 38.990651, 38.989225, 38.987483, 38.985141, 38.98263, 38.979788, 38.975122, 38.975689, 38.975705, 38.978709, 38.980186, 38.982939, 
38.991166, 38.991397, 38.993949)))"
24033800212,Census Tract 8002.12; Prince George's County; Maryland,B19013_001,112500,30130,"list(list(c(-76.893848, -76.892738, -76.890672, -76.889696, -76.885947, -76.884958, -76.884849, -76.884213, -76.883158, -76.880649, -76.875943, -76.876142, -76.876696, -76.875085, -76.87439, -76.872775, -76.874164, -76.87077, -76.871314, -76.869539, -76.868942, -76.867618, -76.865226, -76.866129, -76.865003, -76.866464, -76.868362, -76.866766, -76.865593, -76.876693, -76.880937, -76.881074, -76.883847, -76.886305, -76.886884, -76.889027, -76.887835, -76.887189, -76.885709, -76.885709, -76.886102, 
-76.889593, -76.890502, -76.89173, -76.897174, -76.893848, 39.08965, 39.089011, 39.089179, 39.089193, 39.09016, 39.090274, 39.090011, 39.090112, 39.090079, 39.091038, 39.091248, 39.090418, 39.089245, 39.089047, 39.086791, 39.086023, 39.084995, 39.084378, 39.082243, 39.081297, 39.084561, 39.084153, 39.082932, 39.080662, 39.080339, 39.077974, 39.076247, 39.075951, 39.075539, 39.068175, 39.065356, 39.065533, 39.067309, 39.067794, 39.0678, 39.067696, 39.07019, 39.072255, 39.074969, 39.076188, 39.077233, 
39.080517, 39.081646, 39.0831, 39.085384, 39.08965)))"
24033800410,Census Tract 8004.10; Prince George's County; Maryland,B19013_001,187727,32842,"list(list(c(-76.800738, -76.792141, -76.793622, -76.795023, -76.796593, -76.793075, -76.78939, -76.789463, -76.788162, -76.783863, -76.783417, -76.781885, -76.781994, -76.782124, -76.784807, -76.785976, -76.785957, -76.784305, -76.778955, -76.776618, -76.773811, -76.772156, -76.771129, -76.768345, -76.765514, -76.761312, -76.757, -76.754021, -76.751258, -76.747649, -76.750005, -76.749921, -76.74589, -76.74313, -76.742784, -76.744517, -76.740853, -76.740379, -76.738111, -76.736439, -76.737054, -76.738689, 
-76.742267, -76.743653, -76.74612, -76.746547, -76.748938, -76.750977, -76.751534, -76.75233, -76.752719, -76.753225, -76.753545, -76.754534, -76.756203, -76.758265, -76.760475, -76.761156, -76.761151, -76.761109, -76.760924, -76.763292, -76.764637, -76.76662, -76.768927, -76.770646, -76.772291, -76.772853, -76.774314, -76.774564, -76.779926, -76.782063, -76.78386, -76.787911, -76.790356, -76.790473, -76.791935, -76.798887, -76.800051, -76.800738, 38.995526, 39.000344, 39.001328, 39.005705, 39.00643, 
39.00899, 39.008623, 39.010359, 39.01059, 39.01064, 39.010656, 39.010709, 39.01203, 39.013768, 39.019493, 39.023414, 39.02519, 39.031553, 39.02976, 39.028116, 39.027204, 39.026555, 39.02578, 39.029801, 39.03386, 39.035379, 39.037761, 39.037113, 39.034714, 39.033418, 39.031362, 39.030003, 39.028192, 39.023699, 39.02047, 39.01712, 39.014601, 39.012868, 39.012542, 39.010856, 39.01127, 39.010453, 39.009281, 39.009295, 39.008509, 39.008364, 39.008133, 39.007033, 39.00695, 39.006976, 39.007141, 39.007507, 
39.007514, 39.007312, 39.006631, 39.006477, 39.005797, 39.004888, 39.003629, 39.002725, 39.001605, 38.999196, 38.998463, 38.997495, 38.99689, 38.996687, 38.996209, 38.994724, 38.992652, 38.993245, 38.991124, 38.990687, 38.990824, 38.990292, 38.991589, 38.993815, 38.994974, 38.994492, 38.994087, 38.995526)))"
24033800517,Census Tract 8005.17; Prince George's County; Maryland,B19013_001,184173,21858,"list(list(c(-76.803921, -76.803433, -76.80086, -76.79443, -76.791997, -76.78734, -76.779042, -76.777343, -76.774227, -76.77022, -76.764744, -76.762519, -76.760796, -76.760379, -76.758508, -76.75636, -76.75525, -76.754041, -76.753807, -76.749345, -76.749107, -76.744242, -76.744304, -76.740659, -76.739133, -76.735803, -76.735645, -76.735649, -76.735742, -76.735935, -76.735977, -76.737249, -76.742676, -76.745744, -76.75817, -76.758465, -76.781293, -76.782911, -76.788219, -76.790508, -76.792657, -76.793018, 
-76.796778, -76.797761, -76.799177, -76.800891, -76.803653, -76.803921, 38.917963, 38.9211, 38.921384, 38.921752, 38.922628, 38.924948, 38.927362, 38.927219, 38.925867, 38.924927, 38.924289, 38.92465, 38.925191, 38.924136, 38.920889, 38.916832, 38.913099, 38.913178, 38.910835, 38.911643, 38.915809, 38.9162, 38.916652, 38.916358, 38.913684, 38.903655, 38.902379, 38.902247, 38.901804, 38.901141, 38.901002, 38.901167, 38.902945, 38.903267, 38.901993, 38.901979, 38.900416, 38.900432, 38.900962, 38.900843, 
38.900311, 38.900853, 38.90488, 38.908134, 38.910471, 38.91445, 38.917349, 38.917963)))"
24033800707,Census Tract 8007.07; Prince George's County; Maryland,B19013_001,121129,42164,"list(list(c(-76.849089, -76.848438, -76.843706, -76.83375, -76.824978, -76.824838, -76.817389, -76.815207, -76.812119, -76.807751, -76.804817, -76.798148, -76.793333, -76.788685, -76.785852, -76.777008, -76.777534, -76.768707, -76.765647, -76.767531, -76.761213, -76.76137, -76.764958, -76.768155, -76.76998, -76.772824, -76.780071, -76.783005, -76.79296, -76.794799, -76.796258, -76.800059, -76.802841, -76.803911, -76.807122, -76.808897, -76.813408, -76.818658, -76.822819, -76.825409, -76.824227, -76.824069, 
-76.826872, -76.828873, -76.834103, -76.837256, -76.840849, -76.841002, -76.841074, -76.842306, -76.84639, -76.848928, -76.849935, -76.849089, 38.82049, 38.821098, 38.819132, 38.816739, 38.814119, 38.81407, 38.811632, 38.811157, 38.811434, 38.812603, 38.813016, 38.813401, 38.812871, 38.811832, 38.81182, 38.812994, 38.811469, 38.811106, 38.809488, 38.808524, 38.804129, 38.797655, 38.79668, 38.794042, 38.792982, 38.792154, 38.791835, 38.791157, 38.785206, 38.784098, 38.782993, 38.782439, 38.782843, 
38.784611, 38.785739, 38.789127, 38.792535, 38.793794, 38.80082, 38.801346, 38.803753, 38.804426, 38.804462, 38.806649, 38.80705, 38.809556, 38.810525, 38.805132, 38.802304, 38.801798, 38.804306, 38.805377, 38.819367, 38.82049)))"
24033801216,Census Tract 8012.16; Prince George's County; Maryland,B19013_001,80421,16472,"list(list(c(-76.932006, -76.927123, -76.923904, -76.919124, -76.923607, -76.926148, -76.921872, -76.918695, -76.917473, -76.914577, -76.913894, -76.914382, -76.906996, -76.898093, -76.895347, -76.895017, -76.895049, -76.895117, -76.895703, -76.897892, -76.901483, -76.903552, -76.904786, -76.907372, -76.913022, -76.91349, -76.91556, -76.91972, -76.921996, -76.924573, -76.926086, -76.929087, -76.930143, -76.931024, -76.932006, 38.747663, 38.751984, 38.754417, 38.7555, 38.761175, 38.763432, 38.764807, 
38.767043, 38.7667, 38.767187, 38.765012, 38.761602, 38.763712, 38.765252, 38.759021, 38.756599, 38.755272, 38.754122, 38.751823, 38.750152, 38.745486, 38.74349, 38.74253, 38.739363, 38.733359, 38.733065, 38.732144, 38.728666, 38.729986, 38.732469, 38.735283, 38.737843, 38.74301, 38.743813, 38.747663)))"
24033801313,Census Tract 8013.13; Prince George's County; Maryland,B19013_001,111083,22690,"list(list(c(-76.99329, -76.990196, -76.980821, -76.979144, -76.978592, -76.975799, -76.972609, -76.969688, -76.967765, -76.964739, -76.96181, -76.962175, -76.961407, -76.963278, -76.962796, -76.961203, -76.957222, -76.961302, -76.963855, -76.965134, -76.968527, -76.967927, -76.970538, -76.969818, -76.972544, -76.975977, -76.975827, -76.985572, -76.990609, -76.990768, -76.991918, -76.99329, 38.755924, 38.755511, 38.752755, 38.752146, 38.751776, 38.752814, 38.751684, 38.752434, 38.755016, 38.755754, 
38.755461, 38.75414, 38.753172, 38.752562, 38.750028, 38.748313, 38.746191, 38.742207, 38.741994, 38.738674, 38.7374, 38.735142, 38.734878, 38.733274, 38.732501, 38.733905, 38.735308, 38.735873, 38.734408, 38.731974, 38.742644, 38.755924)))"
24033803610,Census Tract 8036.10; Prince George's County; Maryland,B19013_001,84632,18341,"list(list(c(-76.896502, -76.896148, -76.895014, -76.892908, -76.889587, -76.884699, -76.884133, -76.884304, -76.88046, -76.878511, -76.873794, -76.871429, -76.869513, -76.869223, -76.872332, -76.87262, -76.875845, -76.878236, -76.880076, -76.88251, -76.884087, -76.884291, -76.887124, -76.890524, -76.89558, -76.896839, -76.896502, 38.96519, 38.965108, 38.965647, 38.966758, 38.967487, 38.966187, 38.966121, 38.965893, 38.965575, 38.966406, 38.965999, 38.96397, 38.961256, 38.957917, 38.956158, 38.955989, 
38.959108, 38.959812, 38.960314, 38.961394, 38.961924, 38.961967, 38.962201, 38.96409, 38.964361, 38.964394, 38.96519)))"
24033805908,Census Tract 8059.08; Prince George's County; Maryland,B19013_001,72566,25300,"list(list(c(-76.962257, -76.961353, -76.960804, -76.960459, -76.961609, -76.961374, -76.96051, -76.958893, -76.958289, -76.957455, -76.953757, -76.953425, -76.953056, -76.952553, -76.949759, -76.949341, -76.948845, -76.948778, -76.948314, -76.948302, -76.948481, -76.951673, -76.959517, -76.96235, -76.962257, 38.96778, 38.967627, 38.969905, 38.970339, 38.971042, 38.973118, 38.97322, 38.974661, 38.975593, 38.976356, 38.977104, 38.977425, 38.976995, 38.976416, 38.972375, 38.971553, 38.968262, 38.967722, 
38.966485, 38.966428, 38.966431, 38.966596, 38.966971, 38.967097, 38.96778)))"
24033801807,Census Tract 8018.07; Prince George's County; Maryland,B19013_001,83779,17503,"list(list(c(-76.9849693143039, -76.9824909808814, -76.979497, -76.972937771182, -76.9723265158783, -76.9708517314095, -76.970809393602, -76.9665705107147, -76.9654382741179, -76.9634722062732, -76.9619414862435, -76.9581489643888, -76.9581401027746, -76.957536, -76.956543, -76.95607, -76.959041, -76.957866, -76.962496, -76.964055, -76.96662, -76.965937, -76.966991, -76.965187, -76.963405, -76.966277, -76.967052, -76.964863, -76.968985, -76.969919, -76.968249, -76.968078, -76.967553, -76.968835, -76.968936, 
-76.970163, -76.975396, -76.98365, -76.9873306495444, -76.9849693143039, 38.8338325496209, 38.8356347861757, 38.837812, 38.8430744331047, 38.8435648398636, 38.8447480513091, 38.8447820186986, 38.8481828510604, 38.8490912382374, 38.8506686036258, 38.8518966918632, 38.8549394112303, 38.8549465208545, 38.854431, 38.853169, 38.8524, 38.851615, 38.850019, 38.846839, 38.845058, 38.843574, 38.84295, 38.841133, 38.838314, 38.837605, 38.836297, 38.8348, 38.832931, 38.831072, 38.829703, 38.829201, 38.829127, 
38.827931, 38.822611, 38.822419, 38.823562, 38.825827, 38.831195, 38.8321153937896, 38.8338325496209)))"
24033801702,Census Tract 8017.02; Prince George's County; Maryland,B19013_001,71518,15426,"list(list(c(-76.973292, -76.970463, -76.96691, -76.960602, -76.956465, -76.94877, -76.946423, -76.945952, -76.94676, -76.950047, -76.954222, -76.95519, -76.958584, -76.958975, -76.959698, -76.962691, -76.965997, -76.970693, -76.973166, -76.973292, 38.806073, 38.808777, 38.809432, 38.813098, 38.81479, 38.817279, 38.815402, 38.814142, 38.813438, 38.812041, 38.808177, 38.808366, 38.804977, 38.805131, 38.805334, 38.805784, 38.804737, 38.805846, 38.805683, 38.806073)))"
24033804102,Census Tract 8041.02; Prince George's County; Maryland,B19013_001,85163,21302,"list(list(c(-76.916064, -76.914357, -76.913195, -76.912069, -76.907538, -76.903505, -76.900478, -76.899742, -76.897552, -76.893121, -76.892311, -76.887346, -76.886479, -76.887415, -76.897604, -76.900129, -76.902073, -76.903116, -76.907897, -76.910313, -76.914475, -76.915193, -76.917023, -76.916064, 38.936288, 38.939158, 38.938856, 38.938817, 38.939311, 38.941881, 38.944455, 38.944817, 38.945536, 38.94404, 38.940171, 38.937746, 38.937423, 38.937302, 38.930543, 38.931606, 38.932308, 38.932606, 38.933273, 
38.933723, 38.934335, 38.93454, 38.935238, 38.936288)))"
24033803514,Census Tract 8035.14; Prince George's County; Maryland,B19013_001,100436,11514,"list(list(c(-76.851808, -76.848445, -76.844897, -76.838669, -76.836796, -76.83215, -76.830056, -76.827444, -76.826448, -76.823624, -76.822834, -76.822707, -76.828639, -76.831667, -76.831997, -76.835427, -76.839306, -76.846652, -76.847344, -76.847371, -76.850537, -76.850681, -76.850635, -76.849979, -76.84975, -76.851808, 38.9172, 38.917166, 38.916245, 38.912833, 38.915118, 38.916629, 38.913191, 38.906018, 38.90479, 38.903201, 38.902296, 38.899091, 38.89916, 38.898453, 38.898325, 38.896445, 38.894751, 
38.892363, 38.892164, 38.892233, 38.900673, 38.90176, 38.903763, 38.907025, 38.909643, 38.9172)))"
24033805601,Census Tract 8056.01; Prince George's County; Maryland,B19013_001,61023,27708,"list(list(c(-76.990676, -76.98853, -76.986667, -76.984888, -76.981094, -76.982261, -76.98437, -76.984461, -76.983795, -76.983322, -76.981218, -76.978694, -76.977476, -76.979028, -76.979382, -76.984787, -76.985005, -76.98682, -76.987639, -76.987795, -76.991098, -76.990676, 38.993021, 38.993423, 38.99305, 38.996446, 38.9948, 38.992438, 38.992442, 38.990391, 38.988397, 38.988105, 38.987857, 38.987377, 38.985256, 38.984394, 38.984005, 38.987182, 38.987312, 38.988375, 38.988979, 38.989099, 38.992405, 
38.993021)))"
24033807404,Census Tract 8074.04; Prince George's County; Maryland,B19013_001,102891,34492,"list(list(c(-76.926596, -76.925888, -76.925108, -76.923426, -76.915512, -76.912871, -76.911273, -76.912216, -76.912417, -76.915468, -76.918916, -76.922442, -76.923013, -76.925935, -76.924207, -76.918965, -76.914586, -76.908133, -76.904617, -76.900133, -76.897159, -76.895182, -76.890726, -76.894288, -76.895375, -76.898695, -76.898598, -76.901375, -76.901405, -76.905757, -76.90707, -76.907742, -76.908745, -76.910884, -76.912463, -76.916431, -76.9202, -76.924427, -76.926668, -76.926596, 39.018439, 39.020536, 
39.021793, 39.023751, 39.029315, 39.034841, 39.038006, 39.041599, 39.044007, 39.046433, 39.04908, 39.05104, 39.050943, 39.051611, 39.052411, 39.053331, 39.055244, 39.056133, 39.057813, 39.054293, 39.050518, 39.050594, 39.048755, 39.045332, 39.043065, 39.040829, 39.033473, 39.028715, 39.023051, 39.023046, 39.023087, 39.017628, 39.015038, 39.016477, 39.017246, 39.018318, 39.018393, 39.018113, 39.018198, 39.018439)))"
24033800507,Census Tract 8005.07; Prince George's County; Maryland,B19013_001,102093,26171,"list(list(c(-76.746276, -76.741195, -76.740004, -76.736053, -76.735977, -76.732516, -76.723395, -76.721048, -76.718175, -76.717153, -76.717213, -76.717376, -76.717058, -76.716152, -76.716145, -76.717552, -76.71796, -76.718124, -76.718137, -76.71808, -76.717805, -76.717639, -76.717416, -76.717469, -76.714885, -76.693912, -76.693928, -76.693841, -76.693395, -76.693455, -76.694199, -76.695274, -76.695433, -76.695284, -76.69348, -76.691505, -76.691022, -76.692179, -76.691156, -76.688895, -76.68528, -76.681425, 
-76.681376, -76.683125, -76.685628, -76.690533, -76.690592, -76.687183, -76.686508, -76.685117, -76.684002, -76.682806, -76.680898, -76.679371, -76.678056, -76.678518, -76.676816, -76.674933, -76.672871, -76.670606, -76.669515, -76.671236, -76.671505, -76.673024, -76.676259, -76.676276, -76.676301, -76.673218, -76.671786, -76.672145, -76.675237, -76.675898, -76.67541, -76.676145, -76.676575, -76.67826, -76.680656, -76.680654, -76.683162, -76.688101, -76.691869, -76.692124, -76.691033, -76.691169, 
-76.697758, -76.698561, -76.699679, -76.700913, -76.70428, -76.705249, -76.707826, -76.70876, -76.713849, -76.715744, -76.719661, -76.723222, -76.725221, -76.731523, -76.736663, -76.744834, -76.74551, -76.747832, -76.746276, 38.878221, 38.88586, 38.889083, 38.900781, 38.901002, 38.900701, 38.899644, 38.899143, 38.8986, 38.905787, 38.908912, 38.912241, 38.915911, 38.924486, 38.925015, 38.935331, 38.935787, 38.941477, 38.94249, 38.947985, 38.949925, 38.951144, 38.953499, 38.955166, 38.955389, 38.955845, 
38.955589, 38.954507, 38.952944, 38.951442, 38.949725, 38.948554, 38.948217, 38.947777, 38.944225, 38.941987, 38.940841, 38.936325, 38.934858, 38.933545, 38.932817, 38.931265, 38.92935, 38.926296, 38.925561, 38.924763, 38.923456, 38.919464, 38.918163, 38.917997, 38.919096, 38.918951, 38.91691, 38.916513, 38.914194, 38.910539, 38.909312, 38.909026, 38.907363, 38.907376, 38.904426, 38.90172, 38.899419, 38.898797, 38.895949, 38.895163, 38.89191, 38.888497, 38.887568, 38.886627, 38.885665, 38.88367, 
38.881734, 38.880011, 38.875964, 38.873509, 38.872279, 38.870571, 38.866721, 38.864557, 38.859212, 38.857131, 38.855508, 38.854401, 38.8564, 38.859261, 38.860995, 38.861795, 38.862544, 38.864201, 38.864577, 38.863897, 38.866297, 38.865881, 38.866583, 38.86587, 38.859504, 38.86136, 38.864948, 38.867169, 38.867778, 38.871748, 38.878221)))"
24033801801,Census Tract 8018.01; Prince George's County; Maryland,B19013_001,43649,7420,"list(list(c(-76.951877, -76.951829, -76.949348, -76.947489, -76.945035, -76.941059, -76.941795, -76.944665, -76.94817, -76.948504, -76.949961, -76.951082, -76.950903, -76.951351, -76.953439, -76.951877, 38.83149, 38.83332, 38.833019, 38.834253, 38.831685, 38.831272, 38.830102, 38.827051, 38.824109, 38.823915, 38.823461, 38.824603, 38.827917, 38.828447, 38.828476, 38.83149)))"
24033801209,Census Tract 8012.09; Prince George's County; Maryland,B19013_001,119063,21893,"list(list(c(-76.91349, -76.913022, -76.907372, -76.904786, -76.903552, -76.901483, -76.897892, -76.895703, -76.897366, -76.897409, -76.896368, -76.896077, -76.895129, -76.894774, -76.894733, -76.894915, -76.895077, -76.895208, -76.895455, -76.895471, -76.896148, -76.897564, -76.900798, -76.910094, -76.91556, -76.91349, 38.733065, 38.733359, 38.739363, 38.74253, 38.74349, 38.745486, 38.750152, 38.751823, 38.746175, 38.745935, 38.741465, 38.741007, 38.740187, 38.739383, 38.738893, 38.737859, 38.736691, 
38.734615, 38.733272, 38.729444, 38.728012, 38.728817, 38.727967, 38.720914, 38.732144, 38.733065)))"
24033801005,Census Tract 8010.05; Prince George's County; Maryland,B19013_001,136866,24693,"list(list(c(-76.846003, -76.844656, -76.843779, -76.841933, -76.841376, -76.841447, -76.84322, -76.843275, -76.842176, -76.840913, -76.840994, -76.839191, -76.837576, -76.838972, -76.839724, -76.843304, -76.842675, -76.841288, -76.835727, -76.832951, -76.830157, -76.82988, -76.830948, -76.832309, -76.832393, -76.832382, -76.82705, -76.824343, -76.819682, -76.816574, -76.819576, -76.820773, -76.825831, -76.831044, -76.831247, -76.832621, -76.832819, -76.84528, -76.846539, -76.846003, 38.746386, 38.748295, 
38.752471, 38.754322, 38.756519, 38.76012, 38.763748, 38.765134, 38.766876, 38.77077, 38.774079, 38.774584, 38.776979, 38.778109, 38.780421, 38.785436, 38.785628, 38.783929, 38.779794, 38.775621, 38.773404, 38.76983, 38.762571, 38.75545, 38.754155, 38.753331, 38.750291, 38.750335, 38.746682, 38.745993, 38.740936, 38.739577, 38.735444, 38.738533, 38.738791, 38.741486, 38.744418, 38.745584, 38.746196, 38.746386)))"
