GEOID,NAME,variable,estimate,moe,geometry
24033807407,Census Tract 8074.07; Prince George's County; Maryland,B19013_001,101964,16081,"list(list(c(-76.944595, -76.943736, -76.937202, -76.935883, -76.93023, -76.928677, -76.928122, -76.921017, -76.919433, -76.917638, -76.909285, -76.903102, -76.901128, -76.901478, -76.901394, -76.900733, -76.900412, -76.897174, -76.911926, -76.912505, -76.914828, -76.921197, -76.92375, -76.926803, -76.928911, -76.930883, -76.932454, -76.93331, -76.937686, -76.938442, -76.936743, -76.940872, -76.943789, -76.946311, -76.944595, 39.054758, 39.056014, 39.064945, 39.066613, 39.074272, 39.076723, 39.076484, 
39.075506, 39.080452, 39.080053, 39.079907, 39.081922, 39.083339, 39.084606, 39.085226, 39.086304, 39.08644, 39.085384, 39.065406, 39.064949, 39.063535, 39.061076, 39.06009, 39.057916, 39.055166, 39.050734, 39.050096, 39.049671, 39.047118, 39.048863, 39.051209, 39.052516, 39.051498, 39.052415, 39.054758)))"
24033807301,Census Tract 8073.01; Prince George's County; Maryland,B19013_001,81250,12987,"list(list(c(-76.958366, -76.95402, -76.953417, -76.952668, -76.952011, -76.951015, -76.950206, -76.949857, -76.945874, -76.94338, -76.93969, -76.938124, -76.930602, -76.927889, -76.926596, -76.926668, -76.92779, -76.930127, -76.932639, -76.935794, -76.93608, -76.934175, -76.933819, -76.93436, -76.934074, -76.933396, -76.932622, -76.936229, -76.936968, -76.940691, -76.940602, -76.93761, -76.936925, -76.941879, -76.942869, -76.943091, -76.943707, -76.944049, -76.944575, -76.944744, -76.945082, -76.9461, 
-76.948222, -76.953255, -76.951822, -76.949484, -76.950102, -76.955418, -76.957535, -76.958366, 39.004409, 39.011204, 39.010884, 39.013883, 39.016518, 39.01824, 39.020502, 39.022085, 39.022795, 39.02287, 39.022492, 39.022084, 39.019229, 39.018607, 39.018439, 39.018198, 39.014341, 39.015937, 39.016809, 39.016102, 39.01148, 39.009034, 39.006894, 39.005446, 39.001445, 39.000537, 38.998669, 38.999484, 38.999603, 39.000248, 39.001099, 39.001365, 39.004563, 39.005527, 39.003904, 39.003536, 39.001768, 39.001484, 
39.001176, 39.000898, 39.000938, 39.001154, 39.001531, 39.002794, 39.004915, 39.006089, 39.006656, 39.005237, 39.003101, 39.004409)))"
24033803509,Census Tract 8035.09; Prince George's County; Maryland,B19013_001,72042,24860,"list(list(c(-76.897604, -76.887415, -76.886479, -76.884457, -76.885025, -76.882601, -76.880831, -76.880308, -76.880027, -76.882579, -76.88257, -76.88534, -76.88412, -76.882575, -76.872134, -76.870548, -76.869666, -76.868454, -76.867608, -76.869956, -76.871046, -76.87241, -76.873237, -76.874343, -76.87758, -76.881029, -76.883086, -76.884742, -76.886927, -76.888409, -76.890063, -76.895975, -76.896279, -76.897604, 38.930543, 38.937302, 38.937423, 38.938762, 38.938988, 38.942401, 38.943433, 38.941849, 
38.941458, 38.939778, 38.93931, 38.936892, 38.9363, 38.935831, 38.936907, 38.935518, 38.935075, 38.932972, 38.932184, 38.930685, 38.929829, 38.928597, 38.927743, 38.926279, 38.927257, 38.927411, 38.927157, 38.926938, 38.926662, 38.926733, 38.92723, 38.929805, 38.929953, 38.930543)))"
24033804400,Census Tract 8044; Prince George's County; Maryland,B19013_001,104583,16148,"list(list(c(-76.958798975852, -76.955597, -76.949443, -76.946516, -76.94559, -76.943561, -76.944785, -76.94365, -76.943379, -76.943239, -76.943532, -76.94394, -76.943981, -76.942147, -76.940616, -76.93944, -76.938594, -76.939381, -76.938614, -76.938507, -76.940231, -76.9419204562069, -76.9419210679896, -76.9438638818987, -76.9560509609247, -76.9576171486463, -76.957718618064, -76.958798975852, 38.9316324346594, 38.935067, 38.941759, 38.944874, 38.944132, 38.943911, 38.941196, 38.939007, 38.938789, 
38.938654, 38.938485, 38.938268, 38.938246, 38.93766, 38.936426, 38.933269, 38.933008, 38.931436, 38.924422, 38.922754, 38.919932, 38.9185860266153, 38.9185864994984, 38.9200882154987, 38.9295083310765, 38.9307189303778, 38.9307973621038, 38.9316324346594)))"
24033801411,Census Tract 8014.11; Prince George's County; Maryland,B19013_001,135250,9787,"list(list(c(-77.017199, -77.016082, -77.015816, -77.016291, -77.015072, -77.010334, -77.006012, -77.00604, -77.006266, -77.006488, -77.002788, -77.001956, -76.998578, -76.998103, -76.997493, -76.994709, -76.993813, -76.9952, -77.001035, -77.001671, -77.004234, -77.00471, -77.012359, -77.016723, -77.017199, 38.764683, 38.765377, 38.767536, 38.771941, 38.774156, 38.778413, 38.777306, 38.777507, 38.778569, 38.779555, 38.779985, 38.779538, 38.779293, 38.779382, 38.780329, 38.767116, 38.76083, 38.760087, 
38.761339, 38.759339, 38.760558, 38.761035, 38.760723, 38.75906, 38.764683)))"
24033802203,Census Tract 8022.03; Prince George's County; Maryland,B19013_001,68333,14611,"list(list(c(-76.889126, -76.884391, -76.88446, -76.881126, -76.878367, -76.877847, -76.88111, -76.880834, -76.878987, -76.874385, -76.870359, -76.871418, -76.862912, -76.862105, -76.856211, -76.854381, -76.852898, -76.858882, -76.862808, -76.867001, -76.872503, -76.874229, -76.874046, -76.877404, -76.878867, -76.882268, -76.886622, -76.889738, -76.889126, 38.852763, 38.853056, 38.854501, 38.854012, 38.857251, 38.857895, 38.859951, 38.859984, 38.861176, 38.862094, 38.862113, 38.860324, 38.858541, 
38.858509, 38.859022, 38.858463, 38.857147, 38.851986, 38.845583, 38.83975, 38.840594, 38.840965, 38.844563, 38.847197, 38.84805, 38.849617, 38.849985, 38.85121, 38.852763)))"
24033802001,Census Tract 8020.01; Prince George's County; Maryland,B19013_001,65842,28600,"list(list(c(-76.932154, -76.928864, -76.926944, -76.924773, -76.920412, -76.916147, -76.915332, -76.914464, -76.913773, -76.913075, -76.911502, -76.908573, -76.904183, -76.902596, -76.902502, -76.909798, -76.911685, -76.913332, -76.916499, -76.917751, -76.920589, -76.924503, -76.927241, -76.929976, -76.932086, -76.932154, 38.842899, 38.844509, 38.846504, 38.848837, 38.845857, 38.843876, 38.842509, 38.839909, 38.839297, 38.83905, 38.839059, 38.838819, 38.837096, 38.835738, 38.835656, 38.834497, 38.834364, 
38.834359, 38.834659, 38.834841, 38.835467, 38.836551, 38.837825, 38.840091, 38.842789, 38.842899)))"
24033802002,Census Tract 8020.02; Prince George's County; Maryland,B19013_001,117143,30828,"list(list(c(-76.930325, -76.923356, -76.92271, -76.920259, -76.920015, -76.91857, -76.911803, -76.910348, -76.90716, -76.902984, -76.903074, -76.903865, -76.905175, -76.909559, -76.911502, -76.913075, -76.913773, -76.914464, -76.915332, -76.916147, -76.920412, -76.924773, -76.930899, -76.930325, 38.852407, 38.854277, 38.852793, 38.853311, 38.851705, 38.852064, 38.852757, 38.853162, 38.851025, 38.849326, 38.849066, 38.847533, 38.84508, 38.8414, 38.839059, 38.83905, 38.839297, 38.839909, 38.842509, 
38.843876, 38.845857, 38.848837, 38.852091, 38.852407)))"
24033801215,Census Tract 8012.15; Prince George's County; Maryland,B19013_001,170216,30547,"list(list(c(-76.86738, -76.866087, -76.855907, -76.850458, -76.847813, -76.84602, -76.843304, -76.839724, -76.838972, -76.837576, -76.839191, -76.840994, -76.840913, -76.842176, -76.843275, -76.84322, -76.841447, -76.841376, -76.841933, -76.843779, -76.844656, -76.846003, -76.846539, -76.850974, -76.852908, -76.85711, -76.862124, -76.863953, -76.864651, -76.867046, -76.86738, 38.775928, 38.776113, 38.779454, 38.782812, 38.783788, 38.783718, 38.785436, 38.780421, 38.778109, 38.776979, 38.774584, 38.774079, 
38.77077, 38.766876, 38.765134, 38.763748, 38.76012, 38.756519, 38.754322, 38.752471, 38.748295, 38.746386, 38.746196, 38.747822, 38.748888, 38.752397, 38.756082, 38.761253, 38.767052, 38.771667, 38.775928)))"
24033800704,Census Tract 8007.04; Prince George's County; Maryland,B19013_001,90953,19157,"list(list(c(-76.80771, -76.804645, -76.799326, -76.797543, -76.796258, -76.794799, -76.79296, -76.783005, -76.780071, -76.772824, -76.76998, -76.768155, -76.764958, -76.76137, -76.761494, -76.759915, -76.759113, -76.76128, -76.763757, -76.766148, -76.768373, -76.768799, -76.77509, -76.775689, -76.778723, -76.785439, -76.787457, -76.789113, -76.792671, -76.793721, -76.799794, -76.803862, -76.805461, -76.80771, 38.761287, 38.766631, 38.77815, 38.781576, 38.782993, 38.784098, 38.785206, 38.791157, 38.791835, 
38.792154, 38.792982, 38.794042, 38.79668, 38.797655, 38.794281, 38.790995, 38.787787, 38.783482, 38.779903, 38.779329, 38.777852, 38.778052, 38.772825, 38.766418, 38.766181, 38.763978, 38.76445, 38.766008, 38.7623, 38.761766, 38.76024, 38.760953, 38.760611, 38.761287)))"
24033801405,Census Tract 8014.05; Prince George's County; Maryland,B19013_001,66991,17136,"list(list(c(-76.999023, -76.99534, -76.99353, -76.990468, -76.981222, -76.970463, -76.973292, -76.973166, -76.980172, -76.982555, -76.984155, -76.986495, -76.989493, -76.992528, -76.997493, -76.998444, -76.998735, -76.998717, -76.999006, -76.999023, 38.803382, 38.80526, 38.805893, 38.806366, 38.807205, 38.808777, 38.806073, 38.805683, 38.800149, 38.798311, 38.796159, 38.792351, 38.789429, 38.782123, 38.780329, 38.7872, 38.795034, 38.796575, 38.802004, 38.803382)))"
24033805000,Census Tract 8050; Prince George's County; Maryland,B19013_001,81417,7387,"list(list(c(-76.99341, -76.990901, -76.987956, -76.984799, -76.984257, -76.982117, -76.980557, -76.980234, -76.979285, -76.974201, -76.974475, -76.973832, -76.967415, -76.96649, -76.966994, -76.967037, -76.972465, -76.973392, -76.97872, -76.979246, -76.981965, -76.987296, -76.987641, -76.987925151061, -76.9895171223131, -76.9918925205442, -76.9973644902135, -76.99341, 38.962443, 38.963685, 38.966415, 38.969354, 38.969622, 38.970129, 38.971202, 38.96327, 38.961994, 38.958635, 38.957112, 38.955457, 
38.952554, 38.952503, 38.951422, 38.95132, 38.953155, 38.953376, 38.954169, 38.954383, 38.955812, 38.958596, 38.957987, 38.9541457814772, 38.9553763103972, 38.9572123964546, 38.9614420060775, 38.962443)))"
24033805202,Census Tract 8052.02; Prince George's County; Maryland,B19013_001,54675,13072,"list(list(c(-76.997263, -76.994183, -76.992536, -76.990536, -76.983181, -76.979617, -76.979674, -76.980557, -76.982117, -76.984257, -76.984799, -76.987956, -76.990917, -76.992553, -76.997074, -76.998446, -76.997263, 38.97241, 38.975291, 38.975455, 38.975643, 38.974099, 38.972272, 38.972163, 38.971202, 38.970129, 38.969622, 38.969354, 38.966415, 38.968662, 38.970088, 38.971135, 38.971048, 38.97241)))"
24033804600,Census Tract 8046; Prince George's County; Maryland,B19013_001,83869,28198,"list(list(c(-76.962314, -76.960706, -76.957941, -76.958111, -76.958007, -76.95635, -76.954038, -76.953251, -76.950994, -76.950031, -76.947537, -76.947058, -76.946611, -76.946516, -76.949443, -76.955597, -76.957098, -76.957173, -76.957399, -76.96098, -76.962021, -76.962314, 38.948535, 38.949017, 38.948807, 38.948847, 38.948939, 38.949078, 38.948836, 38.948514, 38.947302, 38.946919, 38.945756, 38.945375, 38.944975, 38.944874, 38.941759, 38.935067, 38.936374, 38.938284, 38.94095, 38.940987, 38.943245, 
38.948535)))"
24033804700,Census Tract 8047; Prince George's County; Maryland,B19013_001,73352,26079,"list(list(c(-76.968385, -76.967667, -76.968076, -76.966066, -76.965464, -76.962314, -76.962021, -76.96098, -76.957399, -76.957173, -76.957098, -76.955597, -76.958798975852, -76.9613741668836, -76.9634302539184, -76.9634357898141, -76.9668313235132, -76.9681589175141, -76.968191, -76.968552, -76.968385, 38.943172, 38.943258, 38.945588, 38.947089, 38.947438, 38.948535, 38.943245, 38.940987, 38.94095, 38.938284, 38.936374, 38.935067, 38.9316324346594, 38.933622952412, 38.9352122239235, 38.9352165029454, 
38.9378411121586, 38.9388672882342, 38.939242, 38.941458, 38.943172)))"
24033802600,Census Tract 8026; Prince George's County; Maryland,B19013_001,67895,27354,"list(list(c(-76.9312472646311, -76.9298866240579, -76.9240349501798, -76.9239724376518, -76.923272, -76.920671, -76.917339, -76.917432, -76.91851, -76.920278, -76.920829, -76.925032, -76.9337188787997, -76.9312472646311, 38.8757578081767, 38.8768232228149, 38.881405225682, 38.8814541745108, 38.881711, 38.878341, 38.877221, 38.875394, 38.873391, 38.869982, 38.870137, 38.872148, 38.8738224742119, 38.8757578081767)))"
24033806710,Census Tract 8067.10; Prince George's County; Maryland,B19013_001,140366,27023,"list(list(c(-76.88278, -76.880908, -76.877676, -76.874327, -76.872602, -76.868728, -76.865717, -76.864349, -76.863072, -76.860016, -76.859997, -76.862534, -76.864805, -76.866929, -76.866767, -76.866931, -76.871456, -76.871799, -76.873537, -76.876404, -76.876704, -76.877031, -76.882276, -76.886331, -76.88278, 38.994023, 38.994903, 38.994218, 38.994166, 38.993693, 38.993149, 38.991995, 38.991741, 38.991669, 38.991485, 38.990879, 38.986364, 38.985763, 38.984312, 38.980249, 38.980224, 38.979398, 38.97926, 
38.978248, 38.981547, 38.981871, 38.981767, 38.987228, 38.991717, 38.994023)))"
24033803606,Census Tract 8036.06; Prince George's County; Maryland,B19013_001,97847,23446,"list(list(c(-76.871799, -76.871456, -76.866931, -76.866767, -76.864437, -76.86225, -76.85933, -76.855097, -76.853382, -76.847111, -76.846902, -76.844742, -76.841668, -76.839908, -76.838664, -76.844305, -76.852955, -76.854856, -76.858448, -76.860236, -76.862136, -76.862932, -76.866037, -76.866253, -76.866849, -76.868, -76.869096, -76.869789, -76.870565, -76.873537, -76.871799, 38.97926, 38.979398, 38.980224, 38.980249, 38.980389, 38.978937, 38.977984, 38.977967, 38.97814, 38.980637, 38.980743, 38.977488, 
38.974921, 38.97583, 38.975585, 38.972634, 38.968062, 38.966749, 38.963642, 38.963361, 38.962305, 38.961531, 38.959659, 38.960192, 38.962454, 38.967044, 38.971416, 38.97312, 38.974549, 38.978248, 38.97926)))"
24033800520,Census Tract 8005.20; Prince George's County; Maryland,B19013_001,89821,6391,"list(list(c(-76.726499, -76.723292, -76.721368, -76.718333, -76.71833, -76.718137, -76.718124, -76.71796, -76.717903, -76.72249, -76.725616, -76.726128, -76.727459, -76.726499, 38.941985, 38.944823, 38.943602, 38.942582, 38.94252, 38.94249, 38.941477, 38.935787, 38.935305, 38.934693, 38.937038, 38.939527, 38.94068, 38.941985)))"
24033800516,Census Tract 8005.16; Prince George's County; Maryland,B19013_001,124848,23763,"list(list(c(-76.7431, -76.728173, -76.724218, -76.717469, -76.717416, -76.717639, -76.717805, -76.71808, -76.718137, -76.71833, -76.718333, -76.721368, -76.723292, -76.726499, -76.727459, -76.730515, -76.731336, -76.734608, -76.738588, -76.73983, -76.742293, -76.742143, -76.741154, -76.738263, -76.737313, -76.732144, -76.727657, -76.727546, -76.731688, -76.738024, -76.73884, -76.7431, 38.953103, 38.953561, 38.953908, 38.955166, 38.953499, 38.951144, 38.949925, 38.947985, 38.94249, 38.94252, 38.942582, 
38.943602, 38.944823, 38.941985, 38.94068, 38.938077, 38.935763, 38.936236, 38.935994, 38.936518, 38.939896, 38.942437, 38.943757, 38.94622, 38.947495, 38.946061, 38.946189, 38.947282, 38.949877, 38.951423, 38.952922, 38.953103)))"
24033800518,Census Tract 8005.18; Prince George's County; Maryland,B19013_001,216227,25415,"list(list(c(-76.806683, -76.803041, -76.799528, -76.798564, -76.798534, -76.7953, -76.790426, -76.777869, -76.770202, -76.761567, -76.754759, -76.750822, -76.7508, -76.750741, -76.750627, -76.748313, -76.747731, -76.744462, -76.743016, -76.741935, -76.739133, -76.740659, -76.744304, -76.744242, -76.749107, -76.749345, -76.753807, -76.754041, -76.75525, -76.75636, -76.758508, -76.760379, -76.760796, -76.762519, -76.764744, -76.77022, -76.774227, -76.777343, -76.779042, -76.78734, -76.791997, -76.79443, 
-76.80086, -76.803433, -76.803318, -76.803909, -76.806872, -76.806683, 38.928949, 38.936137, 38.941246, 38.944099, 38.944333, 38.943835, 38.94376, 38.944782, 38.945405, 38.946306, 38.948823, 38.950643, 38.949695, 38.947187, 38.945433, 38.935998, 38.934738, 38.928234, 38.925262, 38.922687, 38.913684, 38.916358, 38.916652, 38.9162, 38.915809, 38.911643, 38.910835, 38.913178, 38.913099, 38.916832, 38.920889, 38.924136, 38.925191, 38.92465, 38.924289, 38.924927, 38.925867, 38.927219, 38.927362, 38.924948, 
38.922628, 38.921752, 38.921384, 38.9211, 38.922698, 38.92398, 38.927394, 38.928949)))"
24033801208,Census Tract 8012.08; Prince George's County; Maryland,B19013_001,130078,27478,"list(list(c(-76.897366, -76.895703, -76.895117, -76.895049, -76.895017, -76.889891, -76.885823, -76.882485, -76.879459, -76.878731, -76.879193, -76.881633, -76.881511, -76.887725, -76.887873, -76.891925, -76.893746, -76.896148, -76.895471, -76.895455, -76.895208, -76.895077, -76.894915, -76.894733, -76.894774, -76.895129, -76.896077, -76.896368, -76.897409, -76.897366, 38.746175, 38.751823, 38.754122, 38.755272, 38.756599, 38.755217, 38.753521, 38.751092, 38.75045, 38.740574, 38.739124, 38.73499, 
38.731249, 38.731452, 38.731093, 38.72991, 38.7274, 38.728012, 38.729444, 38.733272, 38.734615, 38.736691, 38.737859, 38.738893, 38.739383, 38.740187, 38.741007, 38.741465, 38.745935, 38.746175)))"
24033803525,Census Tract 8035.25; Prince George's County; Maryland,B19013_001,52734,36929,"list(list(c(-76.879173, -76.878816, -76.872624, -76.871915, -76.870003, -76.861248, -76.860485, -76.860193, -76.856954, -76.851808, -76.84975, -76.849979, -76.852942, -76.856348, -76.860993, -76.865759, -76.868714, -76.874, -76.875256, -76.878629, -76.880279, -76.879173, 38.911766, 38.912808, 38.912703, 38.912783, 38.913137, 38.914649, 38.916078, 38.918113, 38.917159, 38.9172, 38.909643, 38.907025, 38.907278, 38.906458, 38.905195, 38.905152, 38.906412, 38.903896, 38.906443, 38.907291, 38.911083, 
38.911766)))"
24033802106,Census Tract 8021.06; Prince George's County; Maryland,B19013_001,56476,8726,"list(list(c(-76.903568, -76.901183, -76.900744, -76.899147, -76.898256, -76.89528, -76.895343, -76.895533, -76.892454, -76.891824, -76.891138, -76.887394, -76.888134, -76.887612, -76.889484, -76.890121, -76.894296, -76.900411, -76.901903, -76.903568, 38.841159, 38.84222, 38.84254, 38.843143, 38.842856, 38.843193, 38.844908, 38.846628, 38.845526, 38.845376, 38.845139, 38.844182, 38.84265, 38.840018, 38.83762, 38.835497, 38.836208, 38.836049, 38.836664, 38.841159)))"
24033800706,Census Tract 8007.06; Prince George's County; Maryland,B19013_001,187206,52871,"list(list(c(-76.843026, -76.836273, -76.839302, -76.841187, -76.842306, -76.841074, -76.841002, -76.840849, -76.837256, -76.834103, -76.828873, -76.826872, -76.824069, -76.824227, -76.825409, -76.822819, -76.818658, -76.813408, -76.808897, -76.807122, -76.803911, -76.802841, -76.800059, -76.796258, -76.797543, -76.799326, -76.804645, -76.80771, -76.81037, -76.814121, -76.817195, -76.819924, -76.823105, -76.828361, -76.830157, -76.832951, -76.835727, -76.841288, -76.842675, -76.84321, -76.843026, 
38.787305, 38.794138, 38.798457, 38.799317, 38.801798, 38.802304, 38.805132, 38.810525, 38.809556, 38.80705, 38.806649, 38.804462, 38.804426, 38.803753, 38.801346, 38.80082, 38.793794, 38.792535, 38.789127, 38.785739, 38.784611, 38.782843, 38.782439, 38.782993, 38.781576, 38.77815, 38.766631, 38.761287, 38.756694, 38.758468, 38.75899, 38.761268, 38.765521, 38.770818, 38.773404, 38.775621, 38.779794, 38.783929, 38.785628, 38.786534, 38.787305)))"
24033800522,Census Tract 8005.22; Prince George's County; Maryland,B19013_001,200781,11506,"list(list(c(-76.759932, -76.758315, -76.7575, -76.757361, -76.757656, -76.758095, -76.758141, -76.75817, -76.745744, -76.742676, -76.737249, -76.735977, -76.736053, -76.740004, -76.741195, -76.746276, -76.747832, -76.748676, -76.753995, -76.759675, -76.759932, 38.88204, 38.887651, 38.890391, 38.891372, 38.894873, 38.901045, 38.901661, 38.901993, 38.903267, 38.902945, 38.901167, 38.901002, 38.900781, 38.889083, 38.88586, 38.878221, 38.871748, 38.873869, 38.874496, 38.875184, 38.88204)))"
24033801106,Census Tract 8011.06; Prince George's County; Maryland,B19013_001,79516,18765,"list(list(c(-76.898599, -76.898146, -76.895745, -76.894202, -76.886335, -76.881154, -76.88117, -76.87959, -76.879558, -76.880034, -76.880689, -76.879716, -76.878589, -76.8781, -76.877943, -76.872369, -76.869641, -76.8679, -76.85678, -76.853984, -76.851084, -76.849089, -76.849935, -76.848928, -76.851625, -76.852413, -76.853518, -76.853794, -76.851814, -76.856706, -76.857043, -76.86348, -76.864354, -76.861177, -76.861189, -76.86129, -76.864301, -76.864626, -76.87685, -76.879683, -76.882836, -76.888743, 
-76.886541, -76.889039, -76.894302, -76.896641, -76.898282, -76.898599, 38.802073, 38.803966, 38.806803, 38.806518, 38.806514, 38.806506, 38.810302, 38.810407, 38.81763, 38.818219, 38.818506, 38.821038, 38.821044, 38.826257, 38.826365, 38.828764, 38.829345, 38.82957, 38.829739, 38.826073, 38.822525, 38.82049, 38.819367, 38.805377, 38.806761, 38.804398, 38.80324, 38.801263, 38.798076, 38.795908, 38.789172, 38.788718, 38.788379, 38.786592, 38.785945, 38.785293, 38.784215, 38.782293, 38.782367, 38.782678, 
38.783687, 38.783793, 38.787769, 38.788519, 38.792424, 38.794678, 38.797932, 38.802073)))"
24033800609,Census Tract 8006.09; Prince George's County; Maryland,B19013_001,111313,25841,"list(list(c(-76.736073, -76.735493, -76.735266, -76.734803, -76.734329, -76.731458, -76.730059, -76.727722, -76.726999, -76.725813, -76.725221, -76.723222, -76.719661, -76.715744, -76.713849, -76.70876, -76.707826, -76.705249, -76.70428, -76.700913, -76.699679, -76.698561, -76.697758, -76.691169, -76.693647, -76.696549, -76.697503, -76.698273, -76.699569, -76.699717, -76.698986, -76.69936, -76.697807, -76.697522, -76.696371, -76.696965, -76.697826, -76.701775, -76.703839, -76.709424, -76.711647, 
-76.712307, -76.712236, -76.712165, -76.715618, -76.726868, -76.733355, -76.738401, -76.736073, 38.822775, 38.824722, 38.825294, 38.826192, 38.826958, 38.831057, 38.836264, 38.841043, 38.843636, 38.856862, 38.859504, 38.86587, 38.866583, 38.865881, 38.866297, 38.863897, 38.864577, 38.864201, 38.862544, 38.861795, 38.860995, 38.859261, 38.8564, 38.854401, 38.849716, 38.847164, 38.844786, 38.84303, 38.838274, 38.836778, 38.834333, 38.832779, 38.828779, 38.825694, 38.822724, 38.818784, 38.817948, 38.815538, 
38.815133, 38.816264, 38.814777, 38.812923, 38.811209, 38.810935, 38.811324, 38.813221, 38.813745, 38.813804, 38.822775)))"
24033803512,Census Tract 8035.12; Prince George's County; Maryland,B19013_001,121071,39444,"list(list(c(-76.847344, -76.846652, -76.839306, -76.837555, -76.836124, -76.834378, -76.832549, -76.830301, -76.828418, -76.821473, -76.816727, -76.813747, -76.810993, -76.808117, -76.802806, -76.804028, -76.80645, -76.812057, -76.813192, -76.818974, -76.823514, -76.827304, -76.827874, -76.829637, -76.834595, -76.836456, -76.838369, -76.844661, -76.843872, -76.8442, -76.845997, -76.847253, -76.847344, 38.892164, 38.892363, 38.894751, 38.890776, 38.887641, 38.885172, 38.883487, 38.881492, 38.879023, 
38.879807, 38.878204, 38.878296, 38.879051, 38.877261, 38.876087, 38.873991, 38.871874, 38.870975, 38.870734, 38.868218, 38.867428, 38.867248, 38.867081, 38.866522, 38.866416, 38.866625, 38.867156, 38.868914, 38.872072, 38.883738, 38.888663, 38.891953, 38.892164)))"
24033801704,Census Tract 8017.04; Prince George's County; Maryland,B19013_001,54797,11189,"list(list(c(-76.9959473293181, -76.9928029355775, -76.992697, -76.9913437397798, -76.9890405411314, -76.9873306495444, -76.98365, -76.975396, -76.970163, -76.968936, -76.964242, -76.964011, -76.969843, -76.972119, -76.977526, -76.986438, -76.988031, -76.99056, -76.991144, -76.992989, -76.9959473293181, 38.8254079212734, 38.8281215761454, 38.828213, 38.8291970867314, 38.830871965809, 38.8321153937896, 38.831195, 38.825827, 38.823562, 38.822419, 38.817507, 38.81717, 38.817048, 38.817478, 38.817148, 
38.818815, 38.82046, 38.823483, 38.823899, 38.82451, 38.8254079212734)))"
24033801808,Census Tract 8018.08; Prince George's County; Maryland,B19013_001,66058,14656,"list(list(c(-76.968985, -76.964863, -76.967052, -76.966277, -76.963405, -76.965187, -76.966991, -76.965937, -76.96298, -76.962072, -76.960348, -76.960764, -76.958236, -76.957592, -76.959924, -76.95976, -76.959054, -76.95552, -76.953439, -76.951351, -76.950903, -76.956201, -76.958048, -76.961257, -76.963139, -76.96591, -76.967553, -76.968078, -76.968249, -76.969919, -76.968985, 38.831072, 38.832931, 38.8348, 38.836297, 38.837605, 38.838314, 38.841133, 38.84295, 38.841485, 38.840463, 38.838539, 38.836689, 
38.835669, 38.83447, 38.833137, 38.83302, 38.8325, 38.828721, 38.828476, 38.828447, 38.827917, 38.827743, 38.82674, 38.826931, 38.826228, 38.826585, 38.827931, 38.829127, 38.829201, 38.829703, 38.831072)))"
24033802104,Census Tract 8021.04; Prince George's County; Maryland,B19013_001,52344,16671,"list(list(c(-76.889484, -76.887612, -76.888134, -76.887394, -76.885072, -76.874229, -76.872503, -76.867001, -76.872146, -76.87386, -76.876143, -76.879779, -76.890121, -76.889484, 38.83762, 38.840018, 38.84265, 38.844182, 38.84363, 38.840965, 38.840594, 38.83975, 38.832549, 38.830698, 38.831202, 38.832103, 38.835497, 38.83762)))"
24033801906,Census Tract 8019.06; Prince George's County; Maryland,B19013_001,76806,11903,"list(list(c(-76.902596, -76.900411, -76.894296, -76.890121, -76.879779, -76.876143, -76.87386, -76.874441, -76.875526, -76.87962, -76.87989, -76.881573, -76.88389, -76.887674, -76.888012, -76.892548, -76.894738, -76.895019, -76.896765, -76.899616, -76.899827, -76.899903, -76.900062, -76.900164, -76.901129, -76.902502, -76.902596, 38.835738, 38.836049, 38.836208, 38.835497, 38.832103, 38.831202, 38.830698, 38.8302, 38.829381, 38.826606, 38.826794, 38.825673, 38.823838, 38.822134, 38.822358, 38.826173, 
38.828915, 38.829243, 38.831271, 38.832963, 38.833163, 38.833234, 38.83337, 38.833456, 38.834376, 38.835656, 38.835738)))"
24033801701,Census Tract 8017.01; Prince George's County; Maryland,B19013_001,66217,5988,"list(list(c(-76.958584, -76.95519, -76.954222, -76.950047, -76.94676, -76.945952, -76.943939, -76.938943, -76.937841, -76.937018, -76.936923, -76.936595, -76.935064, -76.929449, -76.929018, -76.931755, -76.940138, -76.942071, -76.942754, -76.945452, -76.95253, -76.957392, -76.958584, 38.804977, 38.808366, 38.808177, 38.812041, 38.813438, 38.814142, 38.814197, 38.813508, 38.812462, 38.808837, 38.808354, 38.807603, 38.806128, 38.801152, 38.800917, 38.800286, 38.800166, 38.800827, 38.801123, 38.802262, 
38.804099, 38.804352, 38.804977)))"
